source_split,source_label,source_row,AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
train,0,0,0.7720970476775266,3.4550835940721663,0.6793450470335178,0.7338189879466377,0.9325,0.6907407407407408,0
train,0,1,0.7473829895298837,3.474195042823124,0.6421077472944305,0.7666144016808396,0.9228486646884272,0.6911111111111111,0
train,1,3000,0.6897211507982481,4.057506971610329,0.544207911762701,0.8389503851688014,0.812933025404157,0.6089965397923875,1
train,1,3001,0.6629415745612298,4.09072948773555,0.4789671186151733,0.8778328424509295,0.8187372708757638,0.5289473684210526,1
train,2,6000,0.674264125746321,4.779816583582896,0.466473738310872,0.8845350481842311,0.7779605263157895,0.6569444444444444,2
train,2,6001,0.5782396659256656,4.967002369026512,0.4662730771215166,0.8846408409923386,0.6707317073170732,0.5612244897959183,2
train,3,8999,0.577061460422083,5.503162464858271,0.5464257814508384,0.8375075315278309,0.663003663003663,0.4677002583979328,3
train,3,9000,0.5765583385167616,5.438840644712514,0.5703170677237587,0.8214246418649574,0.6541755888650964,0.4788401253918495,3
train,4,11999,0.6413527222806749,4.932622769699434,0.557047026920745,0.8304809508945757,0.7048092868988391,0.4857142857142857,4
train,4,12000,0.6007152301738838,5.492442183558108,0.6755282332014743,0.7373341211063642,0.6585365853658537,0.4326923076923077,4
train,5,14999,0.5599552945403993,5.950447517347752,0.6947486650354613,0.7192525929264659,0.5761353517364203,0.3586474501108647,5
train,5,15000,0.5379949249311875,5.826754123843875,0.719261083754785,0.69473987462639,0.5590778097982709,0.3574938574938575,5
test,0,0,0.750599360049547,4.0576076856947365,0.900248799854803,0.4353758127870528,0.8875379939209727,0.6045548654244306,0
test,0,1,0.7398529747723311,4.1721602337683255,0.8046255280369764,0.5937825861636706,0.8944723618090452,0.6472727272727272,0
test,1,600,0.672853713811354,4.164718981307906,0.4820051443900533,0.8761683860888407,0.8116883116883117,0.5804953560371517,1
test,1,601,0.6617129451078749,4.16196746958708,0.4595476314914062,0.8881531255310869,0.7746478873239436,0.506578947368421,1
test,2,1200,0.5993582173151122,4.966962459850307,0.4589602631116831,0.888456795170398,0.6931818181818182,0.5545454545454546,2
test,2,1201,0.6334417140287198,4.844111123990556,0.4264471403071921,0.9045124855544108,0.7112462006079028,0.6190476190476191,2
test,3,1800,0.6236473387137432,5.311555724231675,0.5221574517652237,0.8528491048046237,0.6860103626943005,0.5535117056856187,3
test,3,1801,0.6217174560045408,5.3771338636059,0.4998004110516228,0.8661406058560174,0.7060849598163031,0.5694444444444444,3
test,4,2400,0.6252049831196163,5.176545342886463,0.5905027180950991,0.8070356497220553,0.6852941176470588,0.4623015873015873,4
test,4,2401,0.5788580240332327,5.696921633879096,0.6818744335474363,0.7314692453373299,0.623006833712984,0.425019425019425,4
test,5,3000,0.5421005992756296,5.702573830288158,0.7277045280821444,0.6858907491785725,0.5545977011494253,0.3639220615964802,5
test,5,3001,0.592146160233795,5.5563198343926805,0.7003386426324456,0.7138107491735773,0.6091081593927894,0.3819155264723379,5
